system:index,EVI_train,NBR_train,NDVI_change,NDVI_test,NDVI_train,NIR_train,RED_train,SWIR_test,SWIR_train,VH_VV_ratio,VH_test,VH_train,VV_test,VV_train,aspect,elevation,label,slope,.geo
1_4930_0,0.5112379,0.5274807,0.048223685,0.7990789,0.7508552,0.3071,0.0437,0.15485,0.1888,1.4464419,-15.225041,-17.441742,-9.806245,-12.058377,74.37143,1645.0,1,22.81248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93819381533365,-2.4571168808879214]}"
1_4931_0,0.47531632,0.5494424,0.029099576,0.7985002,0.7694006,0.2605,0.03395,0.1335,0.15615,2.2072546,-13.451579,-15.278474,-6.940225,-6.9219346,252.48956,1637.0,1,17.890545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93873280450412,-2.4571168808879214]}"
1_4932_0,0.47944373,0.546079,-0.028962795,0.74976623,0.778729,0.2701,0.0336,0.14205,0.1619,1.5218767,-17.767351,-18.192333,-11.781022,-11.953881,270.0,1635.0,1,2.7828426,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.938463309918887,-2.4568473863026856]}"
1_4933_0,0.42842853,0.51981634,0.035325978,0.76745015,0.73212415,0.2483,0.0384,0.12655,0.1516,1.957324,-15.056449,-16.409288,-10.348534,-8.383533,258.24222,1644.0,1,21.66288,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93873280450412,-2.4568473863026856]}"
1_4934_0,0.4575233,0.53854537,0.07500157,0.80037194,0.7253704,0.2824,0.04495,0.1378,0.16865,1.4826964,-14.902983,-16.203108,-9.358142,-10.928135,98.12273,1651.0,1,18.968054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93765482616318,-2.45657789171745]}"
1_4935_0,0.51452345,0.4905443,0.013270522,0.7289594,0.7156889,0.32315,0.05355,0.2015,0.2115,1.6151439,-15.093004,-14.977594,-9.309197,-9.273226,-0.0,1654.0,1,15.386483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93954128825983,-2.4533439566946194]}"
1_4936_0,0.39049515,0.46158224,0.021845056,0.6703766,0.64853156,0.2568,0.05475,0.17755,0.17135,1.76227,-14.449457,-14.600811,-7.956352,-8.285229,83.665565,1665.0,1,8.346834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93684634240747,-2.4514574945979684]}"
1_4937_0,0.4842474,0.44491786,0.029553153,0.7523398,0.72278666,0.29675,0.04775,0.1907,0.209,1.5026249,-15.030169,-16.665579,-9.76847,-11.090978,97.345726,1632.0,1,26.859337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.93765482616318,-2.4511880000127326]}"
1_4938_0,0.5654264,0.5837612,0.025011461,0.8046975,0.77968603,0.3316,0.04105,0.1485,0.172075,1.5895053,-15.089393,-16.033756,-9.603413,-10.087262,21.81973,1801.0,1,14.657633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.012843815443983,-2.4665491913711763]}"
1_4939_0,0.52279466,0.57153904,0.049654316,0.79836345,0.74870914,0.3048,0.0438,0.14305,0.17443334,1.5624644,-15.146553,-15.966532,-9.692635,-10.218813,346.99377,1818.0,1,23.362598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01419128837016,-2.4643932346892896]}"
1_4940_0,0.5264113,0.56651974,0.05648706,0.7957924,0.7393054,0.32425,0.0486,0.15125,0.17875,1.6036505,-14.77825,-15.271237,-9.468172,-9.522797,45.026505,1814.0,1,16.580706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01365229919969,-2.4641237401040534]}"
1_4941_0,0.5520575,0.56606966,0.044368334,0.79790527,0.75353694,0.33155,0.0466,0.1471,0.1806,1.6359572,-14.996003,-15.606412,-9.710962,-9.53962,284.02377,1797.0,1,7.6098804,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01419128837016,-2.463584750933582]}"
1_4942_0,0.44605514,0.55400294,0.070862316,0.7703211,0.6994588,0.2669,0.0472,0.1797,0.15476666,1.5723189,-18.662657,-16.919554,-12.351779,-10.760892,326.28552,1719.0,1,30.277422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.022276125927238,-2.461698288836931]}"
1_4943_0,0.53811485,0.5692595,0.035441943,0.78592235,0.7504804,0.31885,0.04545,0.18865,0.17785,1.60763,-16.222906,-16.416058,-10.393128,-10.211341,308.63403,1775.0,1,17.282587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01419128837016,-2.4608898050812233]}"
1_4944_0,0.47300327,0.54605544,0.02060956,0.76331,0.74270046,0.27485,0.04058,0.15964286,0.1621,1.7750194,-15.65177,-14.981483,-10.061972,-8.44018,312.85254,1793.0,1,17.193127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.016886234222522,-2.4608898050812233]}"
1_4945_0,0.53573614,0.63735193,-0.02252048,0.7870914,0.80961186,0.2937,0.0309,0.13155,0.14103334,1.6206064,-15.893671,-15.619487,-10.222698,-9.63805,21.055225,1816.0,1,12.707451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.007992912909735,-2.4606203104959876]}"
1_4946_0,0.51755047,0.5290734,0.030498115,0.78621745,0.75571936,0.3057,0.042533334,0.16,0.18406667,1.7472601,-13.50941,-14.893422,-8.086064,-8.523872,162.63094,1702.0,1,15.183179,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.021198147586293,-2.45981182674028]}"
1_4947_0,0.50693274,0.47883618,0.024666132,0.7445938,0.71992767,0.3092,0.05035,0.1649,0.208,1.7901626,-13.770774,-14.599641,-8.148826,-8.155483,191.32008,1762.0,1,18.272125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.02065915841582,-2.4587338483993366]}"
1_4948_0,0.57613415,0.5991231,-0.013415221,0.7507724,0.76418763,0.3404,0.0455,0.1843,0.1774,1.7004498,-15.4929495,-14.8266,-9.917762,-8.719222,345.36624,1743.0,1,21.0468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.014730277540632,-2.4581948592288647]}"
1_4949_0,0.55042595,0.5198703,0.055139918,0.77680635,0.72166646,0.3399,0.05495,0.18355,0.204975,1.7083887,-15.110649,-14.792143,-9.554173,-8.658535,313.64142,1751.0,1,26.223436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01499977212587,-2.4581948592288647]}"
1_4950_0,0.38178298,0.35176307,-0.044112973,0.57212317,0.61623615,0.257325,0.0611,0.2091,0.2085,1.9745692,-15.185536,-15.226565,-8.403679,-7.7113357,53.99766,1738.0,1,12.424352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.019850674660116,-2.455499913376506]}"
1_4951_0,0.37628144,0.3654467,-0.0024441336,0.61554056,0.61798465,0.2537,0.0599,0.1866,0.19486667,1.8083338,-14.951197,-15.086537,-8.665988,-8.342784,42.29989,1731.0,1,13.536283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.02012016924535,-2.455499913376506]}"
1_4952_0,0.40497768,0.4002282,0.04210873,0.6949371,0.6528284,0.260775,0.054775,0.1802,0.19385,1.7848663,-14.637951,-14.541565,-8.270677,-8.147145,51.36586,1732.0,1,17.282547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.019850674660116,-2.4552304187912704]}"
1_4953_0,0.50069225,0.56996775,-0.050464045,0.71607643,0.7665405,0.2917,0.03855,0.1541,0.15663333,1.629869,-15.149273,-16.222836,-9.413346,-9.95346,21.05515,1721.0,1,12.707444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.020389663830585,-2.4552304187912704]}"
1_4954_0,0.46181652,0.50460017,-0.06350798,0.6589508,0.72245884,0.27638,0.044533335,0.2042,0.171275,1.7328843,-15.338679,-15.215655,-9.26064,-8.780538,63.45596,1679.0,1,4.1436706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.022006631342002,-2.4533439566946194]}"
1_4955_0,0.5602543,0.54096913,-0.01863211,0.708573,0.7272051,0.34823334,0.055,0.1829,0.1912,2.0013618,-13.719224,-13.974809,-7.24374,-6.98265,188.98071,1738.0,1,17.295801,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.02012016924535,-2.4511880000127326]}"
1_4956_0,0.5304182,0.6420185,0.007717075,0.7868761,0.779159,0.30533335,0.0379,0.1366,0.1477,1.9062659,-14.008777,-13.657805,-7.682141,-7.1646905,205.4837,1742.0,1,20.635456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.020389663830585,-2.4511880000127326]}"
1_4957_0,0.37700546,0.34181836,0.028561026,0.5895954,0.5610343,0.275425,0.07745,0.2259,0.2182,2.3342545,-12.962,-12.792009,-6.8094473,-5.4801264,200.8719,1750.0,1,19.992254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.019850674660116,-2.450918505427497]}"
1_4958_0,0.70804906,0.6766128,0.0010312891,0.84414417,0.8431128,0.42292857,0.036,0.1944,0.1947,1.8326541,-15.104143,-15.074047,-8.385917,-8.225255,225.02657,1564.0,1,1.3120495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.040062768552804,-2.4670881805416482]}"
1_4959_0,0.672962,0.6180162,2.0795208E-4,0.82072955,0.8205216,0.39965,0.0394,0.2058,0.2026,1.8739291,-16.359243,-15.399768,-8.958271,-8.217903,253.31537,1575.0,1,9.600658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.040871252308513,-2.4670881805416482]}"
1_4960_0,0.67009884,0.6369045,0.03606033,0.85092896,0.8148686,0.40585,0.0414,0.1976,0.20925,1.7661895,-15.567016,-15.284604,-8.544583,-8.654,63.456184,1572.0,1,2.0745642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04356619816087,-2.4662796967859406]}"
1_4961_0,0.65428966,0.61577713,-0.061123703,0.76198,0.82310367,0.37995,0.036866665,0.2038,0.1969,1.8354028,-14.833096,-15.54255,-8.036609,-8.468196,90.0,1566.0,1,0.9282684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04033226313804,-2.4643932346892896]}"
1_4962_0,0.55883425,0.55409217,0.036568098,0.8220315,0.7854634,0.3304,0.0397,0.1639,0.18885,1.8446834,-14.411599,-14.719717,-7.8588104,-7.9795356,216.89534,1591.0,1,13.652602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.045183165672285,-2.4641237401040534]}"
1_4963_0,0.57543105,0.6043478,-0.011356088,0.78135645,0.79271257,0.3321,0.0384,0.1466,0.1788,1.8781205,-12.7832775,-12.834693,-7.1066027,-6.833796,213.71454,1596.0,1,13.1447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.045722154842757,-2.4641237401040534]}"
1_4964_0,0.66069067,0.6255516,-0.0524931,0.7741893,0.8266824,0.3868,0.0367,0.19965,0.1966,1.7859478,-15.090096,-15.603392,-8.0875635,-8.736757,180.0,1569.0,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04033226313804,-2.463584750933582]}"
1_4965_0,0.67376757,0.63864976,-0.05624443,0.7778351,0.8340795,0.3926,0.035516668,0.196,0.1899,1.8296031,-14.699854,-15.598576,-8.347447,-8.525661,333.41376,1567.0,1,2.073411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.040062768552804,-2.4633152563483462]}"
1_4966_0,0.5575892,0.5466175,0.03333148,0.8023797,0.7690483,0.3355,0.0438,0.1803,0.19885,1.8563433,-15.619606,-15.604724,-8.450063,-8.406163,225.02644,1566.0,1,1.3120468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.043296703575635,-2.461698288836931]}"
1_4967_0,0.68453485,0.64236003,0.022485297,0.85050505,0.82801974,0.4071,0.0383,0.18655,0.1962,1.7881987,-15.306438,-15.464258,-8.136745,-8.647953,270.0,1565.0,1,3.7082036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.041949230649454,-2.4614287942516953]}"
1_4968_0,0.6323194,0.5903713,0.02279692,0.8100505,0.78725356,0.3898,0.0464,0.196,0.21316667,1.9477293,-15.639009,-15.4077835,-8.337808,-7.910639,225.02644,1569.0,1,2.6227183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.0430272089904,-2.461159299666459]}"
1_4969_0,0.64643294,0.58180743,0.02316146,0.81167436,0.7885129,0.4017,0.0475,0.20625,0.2193,1.8803447,-15.546064,-15.226656,-8.050941,-8.0978,270.0,1572.0,1,0.9282658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04356619816087,-2.4608898050812233]}"
1_4970_0,0.7460323,0.68035495,0.006071693,0.85985214,0.85378045,0.445,0.0351,0.18935,0.198575,1.876263,-15.360166,-15.902657,-8.864093,-8.475707,-0.0,1568.0,1,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.042488219819926,-2.459272837569808]}"
1_4971_0,0.47979602,0.43243244,-0.052508865,0.64563614,0.69814503,0.3021,0.0537,0.2756,0.2165,1.6539671,-15.288871,-14.088669,-9.0852785,-8.518106,345.95135,1589.0,1,3.818686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.045183165672285,-2.4571168808879214]}"
1_4972_0,0.6813894,0.63524795,0.021717621,0.8507005,0.8289829,0.4064,0.038,0.1928,0.2069,1.8292631,-15.156512,-14.964463,-8.346969,-8.180596,299.7222,1569.0,1,7.4407425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.043296703575635,-2.4563083971322137]}"
1_4973_0,0.38692355,0.4355985,-0.069292165,0.5652174,0.63450956,0.25245,0.05645,0.2885,0.17575,2.3307736,-15.913164,-11.551681,-9.412617,-4.956157,286.1751,1606.0,1,27.608883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.044374681916576,-2.456038902546978]}"
1_4974_0,0.35954228,0.47524577,-0.048784036,0.6234202,0.6722042,0.20635,0.04045,0.2679,0.14095,1.6305568,-17.985647,-14.815433,-11.878941,-9.086119,201.05515,1660.0,1,24.275019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.0468001331837,-2.455499913376506]}"
1_4975_0,0.4589141,0.5267556,-0.047811404,0.7181713,0.7659827,0.26035,0.0345,0.2066,0.1625,1.9285145,-14.791301,-13.21845,-9.027697,-6.854213,298.58835,1661.0,1,11.4737835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.050842551962237,-2.4552304187912704]}"
1_4976_0,0.43905464,0.51150703,0.037746437,0.7752443,0.73749787,0.2545,0.03845,0.15665,0.1584,1.711317,-15.47849,-14.393191,-9.731965,-8.410594,320.16855,1657.0,1,7.2083898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.050842551962237,-2.4549609242060346]}"
1_4977_0,0.45267934,0.5712725,-0.07925759,0.58881027,0.6680678,0.2877,0.05725,0.27855,0.16303334,2.159667,-16.943544,-13.09777,-8.542843,-6.064717,293.17957,1595.0,1,26.2669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.044644176501812,-2.4544219350355627]}"
1_4978_0,0.4370028,0.41432032,0.19053255,0.86501783,0.67448527,0.277525,0.05395,0.19045,0.19875,1.7455238,-16.3016,-15.987162,-9.657056,-9.158948,320.16855,1654.0,1,7.2083883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.051112046547473,-2.4544219350355627]}"
1_4979_0,0.40736163,0.420011,0.06874715,0.72292584,0.6541787,0.2583,0.054,0.1962,0.1875,1.674276,-16.769545,-14.915206,-9.989835,-8.908451,309.44666,1661.0,1,19.631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.05138154113271,-2.4544219350355627]}"
1_4980_0,0.49471062,0.52004033,0.08388464,0.81366086,0.72977626,0.3015,0.0471,0.1509,0.1839,1.5841204,-14.92568,-14.527864,-9.177074,-9.170935,321.31454,1655.0,1,11.715869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.05138154113271,-2.454152440450327]}"
1_4981_0,0.42546272,0.4080219,-0.009339684,0.60771704,0.6170567,0.29136667,0.069,0.2661,0.2253,2.575826,-14.050534,-11.070514,-6.297079,-4.29785,277.6891,1634.0,1,31.17127,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04545266025752,-2.4538829458650913]}"
1_4982_0,0.48782358,0.49034938,-0.033312503,0.6830634,0.71637595,0.305,0.0504,0.1875,0.19565,1.5756834,-15.290704,-15.035595,-9.098314,-9.54227,95.18969,1654.0,1,10.146386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.050842551962237,-2.4538829458650913]}"
1_4983_0,0.62500197,0.61938626,0.016601283,0.8328719,0.8162706,0.37005,0.037433334,0.178,0.19615,1.8765858,-15.164636,-15.285434,-7.9998283,-8.145343,243.45596,1564.0,1,2.0745482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04356619816087,-2.453613451279855]}"
1_4984_0,0.37321022,0.31178948,0.08297783,0.69244343,0.6094656,0.25675,0.0623,0.2151,0.2199,1.4917644,-16.5273,-16.907846,-10.105565,-11.3341255,75.97611,1696.0,1,11.332219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04949507903606,-2.4533439566946194]}"
1_4985_0,0.36283657,0.38120034,0.030848622,0.6408151,0.60996646,0.252,0.06105,0.2269,0.1969,1.5743537,-15.350991,-15.286932,-8.987005,-9.709973,64.819115,1677.0,1,16.928627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.050034068206532,-2.4533439566946194]}"
1_4986_0,0.4002748,0.35814938,0.09198106,0.7116809,0.61969984,0.2779,0.06525,0.2243,0.22615,1.55197,-15.28604,-15.47315,-9.2100935,-9.970006,70.03376,1660.0,1,10.737311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.050573057377,-2.4530744621093836]}"
1_4987_0,0.48942274,0.5910561,0.039233197,0.7876341,0.74840087,0.287,0.0413,0.16985,0.1446,2.1215713,-13.694317,-13.113261,-7.849371,-6.1809187,264.29462,1658.0,1,9.248464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.051920530303182,-2.4530744621093836]}"
1_4988_0,0.33299255,0.44760272,-0.024532268,0.5820812,0.60661346,0.21135,0.05175,0.2447,0.1551,1.9124843,-18.440552,-12.948742,-12.451883,-6.7706394,289.83844,1684.0,1,31.802828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04814760610988,-2.4525354729389117]}"
1_4989_0,0.33026096,0.4806914,0.027870554,0.6548659,0.6269953,0.2013,0.04615,0.20435,0.1341,1.991709,-16.98628,-12.0777855,-10.799242,-6.0640316,279.999,1703.0,1,29.222013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.048417100695115,-2.4525354729389117]}"
1_4990_0,0.38674256,0.47071764,-0.03242599,0.65523934,0.6876653,0.23396666,0.0433,0.2207,0.15775,1.6570901,-15.607592,-14.764644,-9.115558,-8.909983,65.00322,1708.0,1,15.011107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.049225584450824,-2.452265978353676]}"
1_4991_0,0.36699495,0.4330575,-0.03437625,0.6230171,0.65739334,0.2316,0.047875,0.2279,0.16915,1.6645836,-14.928816,-14.698065,-8.978734,-8.829875,81.47693,1664.0,1,18.142464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.050303562791765,-2.452265978353676]}"
1_4992_0,0.54969835,0.6006703,-0.04018954,0.7700145,0.8102041,0.31045,0.03255,0.169,0.1655,1.5457143,-14.492818,-16.280745,-8.795258,-10.532828,345.9514,1659.0,1,7.603743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.052998508644126,-2.452265978353676]}"
1_4993_0,0.4137938,0.525805,-0.017533975,0.68681985,0.7043538,0.2476,0.04295,0.2151,0.16215,2.2823534,-13.55664,-12.404723,-7.1717496,-5.435058,16.713694,1709.0,1,9.593357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.048956089865587,-2.4519964837684403]}"
1_4994_0,0.39623064,0.47358692,-0.04031517,0.64211845,0.6824336,0.2392,0.04515,0.2346,0.16515,1.4362274,-15.679917,-17.150078,-10.820225,-11.94106,68.76722,1697.0,1,17.374205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04949507903606,-2.4519964837684403]}"
1_4995_0,0.36202312,0.41307622,-0.038034998,0.5607378,0.5987728,0.2345,0.05885,0.2546,0.18385,1.6642168,-18.878515,-15.541879,-13.036609,-9.338855,292.04965,1670.0,1,32.89496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04814760610988,-2.451726989183204]}"
1_4996_0,0.4361025,0.51480085,-0.05502355,0.6064286,0.6614522,0.28145,0.05735,0.2769,0.1809,1.8133553,-17.954016,-14.419886,-12.715482,-7.9520464,301.9818,1648.0,1,24.628956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.047878111524643,-2.4514574945979684]}"
1_4997_0,0.4565677,0.5425777,-0.022991775,0.72159904,0.7445908,0.2681,0.03925,0.2171,0.1614,1.8068317,-14.467482,-14.159718,-7.9531355,-7.836766,63.455925,1696.0,1,16.160946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.049225584450824,-2.4514574945979684]}"
1_4998_0,0.42140612,0.42919037,-0.03886499,0.61645883,0.65532386,0.2639,0.05495,0.2674,0.18806666,1.6737533,-15.479261,-14.467252,-8.9618435,-8.6435995,314.9738,1603.0,1,14.1407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.046530638598465,-2.4511880000127326]}"
1_4999_0,0.5000126,0.5014854,-0.024716279,0.67494965,0.6996659,0.3222,0.056933332,0.2898,0.20406666,1.7306368,-16.520084,-14.992549,-10.478545,-8.663024,301.73602,1613.0,1,21.805023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04733912235417,-2.4511880000127326]}"
2_0_0,0.3971763,0.32448733,0.014478329,0.6588387,0.64436036,0.260775,0.0564,0.2457,0.22595,1.4759833,-17.53144,-18.21814,-12.14489,-12.343054,333.41122,1349.0,0,19.90251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.122528111634974,-2.6056083973528783]}"
2_2_0,0.55366164,0.62351704,0.031356607,0.8441326,0.81277597,0.3079,0.0318,0.1511,0.1589,1.7228913,-15.963151,-15.465104,-9.343114,-8.976251,182.86519,2136.0,0,17.960653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.244070169576347,-2.5306889026573103]}"
2_4_0,0.43865842,0.5292416,-0.011137054,0.7763927,0.7875297,0.23795,0.028283333,0.143,0.14586666,2.4023025,-13.157887,-12.837649,-6.222347,-5.3438935,174.28287,2123.0,0,18.023535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.352676487426397,-2.7484405275278823]}"
2_5_0,0.53707445,0.6105204,-0.006958761,0.8220848,0.8290435,0.2878,0.0269,0.14075,0.155,1.7470549,-15.77161,-15.242876,-9.391078,-8.724898,18.450838,1796.0,0,11.57302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.05542395991125,-2.4627762671778743]}"
2_6_0,0.5652148,0.54303086,0.026436223,0.8089568,0.7825206,0.3299,0.04025,0.19575,0.1931,2.758938,-13.678614,-12.425427,-5.40949,-4.5036993,225.03452,1444.0,0,6.5338354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.27048063892946,-2.81231074422878]}"
2_7_0,0.575223,0.6217304,-0.007686547,0.7974646,0.80515116,0.3224,0.0348,0.15445,0.1586,1.7966547,-15.652838,-15.761158,-9.2278185,-8.772503,-0.0,2668.0,0,24.38277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.324379555976634,-2.4417556895294776]}"
